text,label
This motherfucker is broken.,profanity
All men are inferiors.,hate_speech
I hope The OP dies.,abuse
"Such invaders, typical of gays.",hate_speech
You're nothing but a coward.,abuse
You're nothing but a moron.,abuse
I heard about working here.,clean
You're nothing but a failure.,abuse
SPAM SPAM SPAM lmaooo,spam_toxic
hahaha cry more kid,spam_toxic
He's a complete damn.,profanity
This bitch is broken.,profanity
This New Song is really awesome.,clean
Nobody likes He.,abuse
The author are a complete dumbass.,abuse
The Match is really okay.,clean
You think about the food.,clean
The New Update is really beautiful.,clean
hahaha KYS,spam_toxic
I hope Your family dies.,abuse
The Food is really informative.,clean
ez pz get rekt ez pz get rekt,spam_toxic
LMAO UR TRASH LMAO UR TRASH,spam_toxic
I don't give a fuck.,profanity
cry more kid lmaooo,spam_toxic
"Such parasites, typical of asians.",hate_speech
We need to get rid of men.,hate_speech
I like the new update.,clean
I don't give a motherfucker.,profanity
hahaha uninstall the game,spam_toxic
We need to get rid of gays.,hate_speech
That was a crappying disaster.,profanity
We need to get rid of immigrants.,hate_speech
My friend heard about this new song.,clean
You're nothing but a ugly piece of trash.,abuse
He think about this place.,clean
UR SO BAD HAHAHA!!!,spam_toxic
LMAO UR TRASH lmaooo,spam_toxic
You're nothing but a retard.,abuse
Everyone heard about the weather.,clean
Everyone think about this new song.,clean
Are you motherfuckering kidding me?,profanity
Are you fuckinging kidding me?,profanity
NOOB NOOB NOOB!!!,spam_toxic
You enjoy the food.,clean
This is shit.,profanity
He should jump off a bridge.,abuse
KYS!!!,spam_toxic
Your mom are a complete pathetic joke.,abuse
asians deserve to die.,hate_speech
uninstall the game lmaooo,spam_toxic
"I hate immigrants, they belong in jail.",hate_speech
The Food is really amazing.,clean
The company heard about this place.,clean
That Book is really okay.,clean
Working Here is really awesome.,clean
They saw this new song.,clean
This fucking is broken.,profanity
KYS!!!,spam_toxic
Your family should jump off a bridge.,abuse
All whites are freaks.,hate_speech
UR SO BAD HAHAHA x100,spam_toxic
I don't give a crap.,profanity
"I hate whites, they ruin everything.",hate_speech
uninstall the game uninstall the game,spam_toxic
"Such inferiors, typical of muslims.",hate_speech
Holy shit!,profanity
I am so damning tired.,profanity
The Weather is really awesome.,clean
That was a shiting disaster.,profanity
Shut up you absolute dumbass.,abuse
LMAO UR TRASH LMAO UR TRASH,spam_toxic
He's a complete bitch.,profanity
We need to get rid of asians.,hate_speech
I am so crappying tired.,profanity
women should be killed.,hate_speech
That Book is really nice.,clean
git gud trash!!!,spam_toxic
KYS x100,spam_toxic
SPAM SPAM SPAM SPAM SPAM SPAM,spam_toxic
"I hate whites, they should be killed.",hate_speech
I saw this new song.,clean
This motherfucker is broken.,profanity
This New Song is really nice.,clean
Shut up you absolute moron.,abuse
hahaha UR SO BAD HAHAHA,spam_toxic
You're nothing but a pathetic joke.,abuse
"I hate women, they should be killed.",hate_speech
All whites are invaders.,hate_speech
women belong in jail.,hate_speech
That was a damning disaster.,profanity
The team think about the new update.,clean
All whites are parasites.,hate_speech
All men are inferiors.,hate_speech
git gud trash x100,spam_toxic
ez pz get rekt x100,spam_toxic
Shut up you absolute retard.,abuse
Holy damn!,profanity
asians are inferior.,hate_speech
hahaha SPAM SPAM SPAM,spam_toxic
Working Here is really interesting.,clean
"I hate jews, they are a disease.",hate_speech
NOOB NOOB NOOB x100,spam_toxic
Just my fuck luck.,profanity
I am so fucking tired.,profanity
Shut up you absolute coward.,abuse
Your mom are a complete moron.,abuse
We need to get rid of hispanics.,hate_speech
She learned working here.,clean
Your mom should jump off a bridge.,abuse
We need to get rid of gays.,hate_speech
KYS x100,spam_toxic
hahaha uninstall the game,spam_toxic
The OP should jump off a bridge.,abuse
All hispanics are trash.,hate_speech
She are a complete failure.,abuse
All jews are freaks.,hate_speech
All hispanics are animals.,hate_speech
The New Update is really interesting.,clean
Nobody likes She.,abuse
hahaha NOOB NOOB NOOB,spam_toxic
We need to get rid of immigrants.,hate_speech
Holy motherfucker!,profanity
"Such scum, typical of muslims.",hate_speech
All jews are parasites.,hate_speech
Nobody likes She.,abuse
cry more kid lmaooo,spam_toxic
All men are freaks.,hate_speech
cry more kid!!!,spam_toxic
He learned the match.,clean
NOOB NOOB NOOB!!!,spam_toxic
What the crappy is this?,profanity
Holy asshole!,profanity
hahaha git gud trash,spam_toxic
I don't give a shit.,profanity
You're nothing but a moron.,abuse
Nobody likes Your family.,abuse
That Book is really informative.,clean
You should jump off a bridge.,abuse
cry more kid x100,spam_toxic
The author are a complete moron.,abuse
The team will visit the movie.,clean
This Place is really okay.,clean
We need to get rid of women.,hate_speech
I don't give a bullshit.,profanity
I am so craping tired.,profanity
The Movie is really helpful.,clean
"Go kill yourself, You!",abuse
The Movie is really good.,clean
The New Update is really okay.,clean
Shut up you absolute loser.,abuse
Nobody likes This guy.,abuse
What the bullshit is this?,profanity
KYS lmaooo,spam_toxic
Your family are a complete coward.,abuse
"Such inferiors, typical of jews.",hate_speech
Nobody likes Your family.,abuse
Are you bullshiting kidding me?,profanity
We need to get rid of women.,hate_speech
"Such terrorists, typical of muslims.",hate_speech
"Such inferiors, typical of blacks.",hate_speech
You are a complete moron.,abuse
My friend love this new song.,clean
I am so damning tired.,profanity
KYS!!!,spam_toxic
I heard about this place.,clean
This New Song is really okay.,clean
Your family are a complete pathetic joke.,abuse
I don't give a crap.,profanity
KYS!!!,spam_toxic
"I hate hispanics, they belong in jail.",hate_speech
I enjoy the food.,clean
"I hate christians, they belong in jail.",hate_speech
This is bitch.,profanity
This is motherfucker.,profanity
This is fucking.,profanity
git gud trash x100,spam_toxic
NOOB NOOB NOOB NOOB NOOB NOOB,spam_toxic
That was a fucking disaster.,profanity
This New Song is really informative.,clean
All women are scum.,hate_speech
Your family are a complete moron.,abuse
The author are a complete pathetic joke.,abuse
I don't give a asshole.,profanity
"Go kill yourself, The OP!",abuse
ez pz get rekt x100,spam_toxic
This is bullshit.,profanity
The Movie is really okay.,clean
This is asshole.,profanity
"I hate muslims, they belong in jail.",hate_speech
All asians are animals.,hate_speech
You're nothing but a failure.,abuse
All whites are parasites.,hate_speech
The Match is really okay.,clean
Just my shit luck.,profanity
Shut up you absolute retard.,abuse
Holy fucking!,profanity
This Place is really nice.,clean
She are a complete pathetic joke.,abuse
git gud trash!!!,spam_toxic
KYS!!!,spam_toxic
You like that book.,clean
"Such terrorists, typical of blacks.",hate_speech
They love the new update.,clean
hahaha cry more kid,spam_toxic
That Book is really great.,clean
That was a assholeing disaster.,profanity
"I hate muslims, they should be killed.",hate_speech
"Such trash, typical of muslims.",hate_speech
NOOB NOOB NOOB NOOB NOOB NOOB,spam_toxic
This New Song is really beautiful.,clean
cry more kid lmaooo,spam_toxic
SPAM SPAM SPAM lmaooo,spam_toxic
This fuck is broken.,profanity
You're nothing but a moron.,abuse
He should jump off a bridge.,abuse
We need to get rid of hispanics.,hate_speech
asians ruin everything.,hate_speech
I hope This guy dies.,abuse
Just my fucking luck.,profanity
Shut up you absolute moron.,abuse
The company enjoy that book.,clean
KYS KYS,spam_toxic
men ruin everything.,hate_speech
jews are inferior.,hate_speech
We need to get rid of whites.,hate_speech
The Movie is really awesome.,clean
"Such invaders, typical of whites.",hate_speech
git gud trash lmaooo,spam_toxic
This Place is really amazing.,clean
What the fuck is this?,profanity
That was a crappying disaster.,profanity
I am so assholeing tired.,profanity
Holy crappy!,profanity
blacks should be deported.,hate_speech
uninstall the game lmaooo,spam_toxic
"Such animals, typical of gays.",hate_speech
That was a craping disaster.,profanity
hispanics deserve to die.,hate_speech
uninstall the game x100,spam_toxic
I hope The author dies.,abuse
muslims should be killed.,hate_speech
UR SO BAD HAHAHA!!!,spam_toxic
Just my motherfucker luck.,profanity
UR SO BAD HAHAHA lmaooo,spam_toxic
I love the weather.,clean
We need to get rid of hispanics.,hate_speech
Holy shit!,profanity
KYS KYS,spam_toxic
This New Song is really great.,clean
"Such parasites, typical of christians.",hate_speech
"Go kill yourself, Your family!",abuse
This damn is broken.,profanity
uninstall the game lmaooo,spam_toxic
I don't give a motherfucker.,profanity
muslims should be deported.,hate_speech
All jews are trash.,hate_speech
I am so fuckinging tired.,profanity
LMAO UR TRASH x100,spam_toxic
That was a damning disaster.,profanity
He's a complete crap.,profanity
NOOB NOOB NOOB x100,spam_toxic
This bullshit is broken.,profanity
hahaha LMAO UR TRASH,spam_toxic
"I hate immigrants, they ruin everything.",hate_speech
We need to get rid of blacks.,hate_speech
She are a complete idiot.,abuse
What the damn is this?,profanity
uninstall the game uninstall the game,spam_toxic
The company learned the new update.,clean
The New Update is really interesting.,clean
The company enjoy working here.,clean
asians should be killed.,hate_speech
Your family are a complete loser.,abuse
The author are a complete pathetic joke.,abuse
"I hate christians, they should be killed.",hate_speech
You're nothing but a loser.,abuse
All hispanics are freaks.,hate_speech
The company learned the movie.,clean
They like the match.,clean
ez pz get rekt x100,spam_toxic
We will visit the weather.,clean
That Book is really awesome.,clean
This fucking is broken.,profanity
KYS x100,spam_toxic
Nobody likes Your family.,abuse
That Book is really beautiful.,clean
"Go kill yourself, You!",abuse
ez pz get rekt x100,spam_toxic
SPAM SPAM SPAM SPAM SPAM SPAM,spam_toxic
NOOB NOOB NOOB lmaooo,spam_toxic
Are you fucking kidding me?,profanity
I don't give a damn.,profanity
SPAM SPAM SPAM lmaooo,spam_toxic
"I hate muslims, they should be killed.",hate_speech
This motherfucker is broken.,profanity
The Movie is really okay.,clean
My friend love this new song.,clean
"Such scum, typical of whites.",hate_speech
"I hate christians, they should be killed.",hate_speech
The Food is really amazing.,clean
The New Update is really okay.,clean
This is motherfucker.,profanity
All hispanics are inferiors.,hate_speech
I am so craping tired.,profanity
All muslims are scum.,hate_speech
You're nothing but a pathetic joke.,abuse
This guy should jump off a bridge.,abuse
You're nothing but a ugly piece of trash.,abuse
This bitch is broken.,profanity
I hope The OP dies.,abuse
NOOB NOOB NOOB lmaooo,spam_toxic
You should jump off a bridge.,abuse
I hope He dies.,abuse
I don't give a asshole.,profanity
We need to get rid of men.,hate_speech
LMAO UR TRASH!!!,spam_toxic
We need to get rid of asians.,hate_speech
You're nothing but a ugly piece of trash.,abuse
hahaha SPAM SPAM SPAM,spam_toxic
The company recommend this place.,clean
"I hate christians, they ruin everything.",hate_speech
That was a crappying disaster.,profanity
The Match is really beautiful.,clean
Holy bullshit!,profanity
"Go kill yourself, She!",abuse
I am so shiting tired.,profanity
uninstall the game!!!,spam_toxic
He's a complete crappy.,profanity
LMAO UR TRASH!!!,spam_toxic
This Place is really okay.,clean
My friend recommend the match.,clean
All christians are freaks.,hate_speech
The Match is really interesting.,clean
Shut up you absolute failure.,abuse
ez pz get rekt ez pz get rekt,spam_toxic
Your family should jump off a bridge.,abuse
I am so assholeing tired.,profanity
Nobody likes The OP.,abuse
ez pz get rekt ez pz get rekt,spam_toxic
git gud trash x100,spam_toxic
"Such trash, typical of men.",hate_speech
The company like working here.,clean
Working Here is really beautiful.,clean
All christians are invaders.,hate_speech
The team will visit the food.,clean
Shut up you absolute coward.,abuse
SPAM SPAM SPAM SPAM SPAM SPAM,spam_toxic
Nobody likes The OP.,abuse
Your family should jump off a bridge.,abuse
Are you shiting kidding me?,profanity
The Movie is really great.,clean
"Such trash, typical of immigrants.",hate_speech
We went to this place.,clean
Shut up you absolute pathetic joke.,abuse
This is bitch.,profanity
KYS KYS,spam_toxic
All muslims are scum.,hate_speech
This Place is really amazing.,clean
This Place is really helpful.,clean
Just my damn luck.,profanity
Are you motherfuckering kidding me?,profanity
"Such scum, typical of muslims.",hate_speech
"Go kill yourself, This guy!",abuse
I love this place.,clean
She learned this new song.,clean
"Go kill yourself, The OP!",abuse
Just my crappy luck.,profanity
christians are a disease.,hate_speech
UR SO BAD HAHAHA!!!,spam_toxic
SPAM SPAM SPAM SPAM SPAM SPAM,spam_toxic
hahaha LMAO UR TRASH,spam_toxic
Nobody likes The OP.,abuse
You went to the new update.,clean
"Go kill yourself, The author!",abuse
NOOB NOOB NOOB NOOB NOOB NOOB,spam_toxic
"I hate muslims, they deserve to die.",hate_speech
uninstall the game x100,spam_toxic
"Go kill yourself, You!",abuse
This bitch is broken.,profanity
Your family should jump off a bridge.,abuse
You think about the match.,clean
You are a complete ugly piece of trash.,abuse
You're nothing but a coward.,abuse
The Movie is really beautiful.,clean
UR SO BAD HAHAHA x100,spam_toxic
I like working here.,clean
The company saw the weather.,clean
We need to get rid of hispanics.,hate_speech
"Such freaks, typical of gays.",hate_speech
cry more kid lmaooo,spam_toxic
hispanics deserve to die.,hate_speech
"Such parasites, typical of christians.",hate_speech
This damn is broken.,profanity
ez pz get rekt x100,spam_toxic
ez pz get rekt x100,spam_toxic
The author should jump off a bridge.,abuse
This New Song is really great.,clean
They recommend the movie.,clean
This motherfucker is broken.,profanity
"I hate asians, they should be deported.",hate_speech
LMAO UR TRASH!!!,spam_toxic
NOOB NOOB NOOB!!!,spam_toxic
The team recommend the new update.,clean
Shut up you absolute idiot.,abuse
You think about that book.,clean
All gays are parasites.,hate_speech
"Go kill yourself, Your family!",abuse
That was a motherfuckering disaster.,profanity
We need to get rid of whites.,hate_speech
That was a shiting disaster.,profanity
That was a fucking disaster.,profanity
He are a complete coward.,abuse
That was a bullshiting disaster.,profanity
I hope The author dies.,abuse
"Such terrorists, typical of men.",hate_speech
Just my shit luck.,profanity
She should jump off a bridge.,abuse
All asians are trash.,hate_speech
You're nothing but a idiot.,abuse
Holy asshole!,profanity
Shut up you absolute idiot.,abuse
What the crappy is this?,profanity
He's a complete bullshit.,profanity
Your mom should jump off a bridge.,abuse
"Go kill yourself, You!",abuse
LMAO UR TRASH!!!,spam_toxic
blacks are inferior.,hate_speech
NOOB NOOB NOOB x100,spam_toxic
"Such terrorists, typical of immigrants.",hate_speech
My friend like the weather.,clean
The company like working here.,clean
Nobody likes She.,abuse
women should be killed.,hate_speech
cry more kid!!!,spam_toxic
hahaha SPAM SPAM SPAM,spam_toxic
hahaha cry more kid,spam_toxic
Shut up you absolute loser.,abuse
Holy bitch!,profanity
whites should be killed.,hate_speech
Just my bullshit luck.,profanity
"Go kill yourself, Your mom!",abuse
Holy damn!,profanity
This shit is broken.,profanity
SPAM SPAM SPAM x100,spam_toxic
All hispanics are parasites.,hate_speech
The Match is really helpful.,clean
Just my crappy luck.,profanity
He should jump off a bridge.,abuse
I am so motherfuckering tired.,profanity
UR SO BAD HAHAHA x100,spam_toxic
All women are inferiors.,hate_speech
The Weather is really helpful.,clean
Your mom are a complete retard.,abuse
I hope You dies.,abuse
christians ruin everything.,hate_speech
hahaha KYS,spam_toxic
uninstall the game uninstall the game,spam_toxic
Everyone saw this new song.,clean
I hope You dies.,abuse
SPAM SPAM SPAM lmaooo,spam_toxic
hahaha UR SO BAD HAHAHA,spam_toxic
Holy shit!,profanity
LMAO UR TRASH x100,spam_toxic
Everyone love working here.,clean
Nobody likes She.,abuse
The OP are a complete ugly piece of trash.,abuse
cry more kid x100,spam_toxic
KYS!!!,spam_toxic
The Movie is really great.,clean
You will visit this place.,clean
"I hate women, they ruin everything.",hate_speech
This New Song is really informative.,clean
You're nothing but a moron.,abuse
Nobody likes The author.,abuse
KYS lmaooo,spam_toxic
git gud trash!!!,spam_toxic
You are a complete pathetic joke.,abuse
The company heard about this new song.,clean
hahaha SPAM SPAM SPAM,spam_toxic
Just my motherfucker luck.,profanity
This motherfucker is broken.,profanity
That Book is really awesome.,clean
I hope Your family dies.,abuse
SPAM SPAM SPAM SPAM SPAM SPAM,spam_toxic
ez pz get rekt!!!,spam_toxic
ez pz get rekt x100,spam_toxic
What the shit is this?,profanity
The OP are a complete coward.,abuse
Holy crap!,profanity
The company went to the weather.,clean
You're nothing but a failure.,abuse
ez pz get rekt lmaooo,spam_toxic
"Go kill yourself, He!",abuse
"Go kill yourself, The author!",abuse
The company learned that book.,clean
My friend saw the food.,clean
UR SO BAD HAHAHA x100,spam_toxic
git gud trash git gud trash,spam_toxic
Working Here is really informative.,clean
We need to get rid of blacks.,hate_speech
ez pz get rekt x100,spam_toxic
This Place is really helpful.,clean
He's a complete damn.,profanity
"I hate asians, they are inferior.",hate_speech
That was a craping disaster.,profanity
The author are a complete loser.,abuse
men belong in jail.,hate_speech
He's a complete crap.,profanity
I hope The OP dies.,abuse
He's a complete asshole.,profanity
This guy should jump off a bridge.,abuse
jews ruin everything.,hate_speech
This is motherfucker.,profanity
This New Song is really nice.,clean
This New Song is really good.,clean
All hispanics are animals.,hate_speech
hahaha LMAO UR TRASH,spam_toxic
We need to get rid of blacks.,hate_speech
This Place is really informative.,clean
Holy crap!,profanity
This damn is broken.,profanity
He's a complete fuck.,profanity
Shut up you absolute idiot.,abuse
KYS x100,spam_toxic
He's a complete fuck.,profanity
He's a complete fuck.,profanity
What the fucking is this?,profanity
I am so bullshiting tired.,profanity
Nobody likes He.,abuse
This is fuck.,profanity
They think about the match.,clean
My friend went to working here.,clean
"Go kill yourself, She!",abuse
He's a complete crappy.,profanity
My friend learned the match.,clean
All whites are parasites.,hate_speech
I am so fucking tired.,profanity
"Go kill yourself, You!",abuse
We need to get rid of jews.,hate_speech
I hope Your family dies.,abuse
That Book is really beautiful.,clean
I learned the movie.,clean
Your mom are a complete coward.,abuse
I am so motherfuckering tired.,profanity
Just my motherfucker luck.,profanity
I went to working here.,clean
Shut up you absolute pathetic joke.,abuse
"I hate men, they ruin everything.",hate_speech
That was a assholeing disaster.,profanity
"I hate women, they are inferior.",hate_speech
hahaha SPAM SPAM SPAM,spam_toxic
This is bitch.,profanity
I hope He dies.,abuse
We need to get rid of whites.,hate_speech
"Go kill yourself, The author!",abuse
We need to get rid of men.,hate_speech
christians should be killed.,hate_speech
NOOB NOOB NOOB NOOB NOOB NOOB,spam_toxic
The company went to that book.,clean
LMAO UR TRASH lmaooo,spam_toxic
Your family should jump off a bridge.,abuse
Working Here is really interesting.,clean
Shut up you absolute retard.,abuse
"Such terrorists, typical of christians.",hate_speech
git gud trash git gud trash,spam_toxic
This crap is broken.,profanity
"I hate men, they should be deported.",hate_speech
SPAM SPAM SPAM!!!,spam_toxic
Shut up you absolute ugly piece of trash.,abuse
Nobody likes This guy.,abuse
All women are freaks.,hate_speech
I enjoy the food.,clean
You're nothing but a idiot.,abuse
We need to get rid of blacks.,hate_speech
"I hate whites, they should be killed.",hate_speech
UR SO BAD HAHAHA UR SO BAD HAHAHA,spam_toxic
He's a complete fuck.,profanity
We need to get rid of blacks.,hate_speech
We need to get rid of muslims.,hate_speech
You're nothing but a pathetic joke.,abuse
LMAO UR TRASH LMAO UR TRASH,spam_toxic
Everyone went to the food.,clean
"Go kill yourself, The OP!",abuse
SPAM SPAM SPAM SPAM SPAM SPAM,spam_toxic
All muslims are freaks.,hate_speech
This Place is really okay.,clean
That was a damning disaster.,profanity
I don't give a bullshit.,profanity
He's a complete crap.,profanity
All hispanics are animals.,hate_speech
Shut up you absolute moron.,abuse
"Such animals, typical of muslims.",hate_speech
Shut up you absolute pathetic joke.,abuse
The New Update is really informative.,clean
UR SO BAD HAHAHA UR SO BAD HAHAHA,spam_toxic
I am so crappying tired.,profanity
I think about this new song.,clean
Nobody likes You.,abuse
NOOB NOOB NOOB NOOB NOOB NOOB,spam_toxic
"Go kill yourself, The OP!",abuse
What the crap is this?,profanity
We need to get rid of whites.,hate_speech
"Such animals, typical of jews.",hate_speech
"Such trash, typical of gays.",hate_speech
She saw this place.,clean
Are you assholeing kidding me?,profanity
Nobody likes Your mom.,abuse
Are you craping kidding me?,profanity
hispanics should be killed.,hate_speech
This guy should jump off a bridge.,abuse
"I hate hispanics, they are a disease.",hate_speech
He's a complete fuck.,profanity
"Such inferiors, typical of women.",hate_speech
He should jump off a bridge.,abuse
This New Song is really informative.,clean
Shut up you absolute moron.,abuse
The New Update is really nice.,clean
I am so fuckinging tired.,profanity
ez pz get rekt lmaooo,spam_toxic
ez pz get rekt ez pz get rekt,spam_toxic
She are a complete idiot.,abuse
"Such freaks, typical of immigrants.",hate_speech
This New Song is really okay.,clean
Shut up you absolute dumbass.,abuse
You're nothing but a moron.,abuse
git gud trash lmaooo,spam_toxic
We need to get rid of immigrants.,hate_speech
This Place is really informative.,clean
This Place is really good.,clean
The company saw the movie.,clean
"I hate women, they should be killed.",hate_speech
You're nothing but a ugly piece of trash.,abuse
Shut up you absolute moron.,abuse
uninstall the game x100,spam_toxic
KYS!!!,spam_toxic
"Such parasites, typical of men.",hate_speech
KYS x100,spam_toxic
The Food is really okay.,clean
"I hate immigrants, they are a disease.",hate_speech
men ruin everything.,hate_speech
blacks should be deported.,hate_speech
He's a complete asshole.,profanity
Shut up you absolute moron.,abuse
The Weather is really informative.,clean
jews are inferior.,hate_speech
We need to get rid of asians.,hate_speech
Shut up you absolute retard.,abuse
Just my fucking luck.,profanity
What the asshole is this?,profanity
That was a craping disaster.,profanity
They like the new update.,clean
You're nothing but a failure.,abuse
I hope The OP dies.,abuse
This Place is really great.,clean
git gud trash lmaooo,spam_toxic
LMAO UR TRASH lmaooo,spam_toxic
This is motherfucker.,profanity
"I hate hispanics, they belong in jail.",hate_speech
This New Song is really nice.,clean
NOOB NOOB NOOB x100,spam_toxic
I hope The author dies.,abuse
He's a complete bullshit.,profanity
He saw this new song.,clean
"Such animals, typical of muslims.",hate_speech
This is damn.,profanity
"I hate immigrants, they deserve to die.",hate_speech
Your mom should jump off a bridge.,abuse
That Book is really beautiful.,clean
"Such trash, typical of muslims.",hate_speech
hispanics should be deported.,hate_speech
You're nothing but a coward.,abuse
hahaha cry more kid,spam_toxic
The Weather is really nice.,clean
Shut up you absolute pathetic joke.,abuse
"I hate hispanics, they ruin everything.",hate_speech
"I hate jews, they deserve to die.",hate_speech
"Go kill yourself, The OP!",abuse
hahaha LMAO UR TRASH,spam_toxic
The team heard about the match.,clean
My friend enjoy the food.,clean
Nobody likes The author.,abuse
We need to get rid of gays.,hate_speech
Shut up you absolute failure.,abuse
uninstall the game lmaooo,spam_toxic
They heard about this new song.,clean
Just my bitch luck.,profanity
What the motherfucker is this?,profanity
LMAO UR TRASH x100,spam_toxic
He heard about working here.,clean
All men are terrorists.,hate_speech
UR SO BAD HAHAHA!!!,spam_toxic
I don't give a fucking.,profanity
"Go kill yourself, He!",abuse
hahaha KYS,spam_toxic
We need to get rid of men.,hate_speech
This is bullshit.,profanity
You're nothing but a retard.,abuse
hispanics are a disease.,hate_speech
asians should be killed.,hate_speech
"I hate gays, they are a disease.",hate_speech
I hope He dies.,abuse
We love that book.,clean
You're nothing but a retard.,abuse
cry more kid cry more kid,spam_toxic
I am so fuckinging tired.,profanity
"I hate christians, they should be deported.",hate_speech
immigrants should be killed.,hate_speech
I learned this new song.,clean
KYS x100,spam_toxic
Your mom are a complete retard.,abuse
Holy bullshit!,profanity
The author should jump off a bridge.,abuse
blacks are inferior.,hate_speech
This crappy is broken.,profanity
NOOB NOOB NOOB NOOB NOOB NOOB,spam_toxic
The Movie is really okay.,clean
I am so fuckinging tired.,profanity
We need to get rid of women.,hate_speech
What the bullshit is this?,profanity
hahaha UR SO BAD HAHAHA,spam_toxic
Nobody likes The author.,abuse
hahaha KYS,spam_toxic
This bitch is broken.,profanity
Holy asshole!,profanity
All hispanics are freaks.,hate_speech
The Weather is really nice.,clean
Nobody likes Your mom.,abuse
hahaha UR SO BAD HAHAHA,spam_toxic
This motherfucker is broken.,profanity
The team will visit the new update.,clean
That Book is really interesting.,clean
NOOB NOOB NOOB x100,spam_toxic
Everyone will visit the match.,clean
The New Update is really great.,clean
The Food is really good.,clean
This New Song is really interesting.,clean
I don't give a fuck.,profanity
"I hate jews, they should be killed.",hate_speech
Are you bullshiting kidding me?,profanity
I am so fuckinging tired.,profanity
hahaha cry more kid,spam_toxic
This guy should jump off a bridge.,abuse
The Match is really awesome.,clean
"Such terrorists, typical of hispanics.",hate_speech
I hope Your family dies.,abuse
This guy are a complete pathetic joke.,abuse
This crappy is broken.,profanity
ez pz get rekt ez pz get rekt,spam_toxic
jews belong in jail.,hate_speech
All gays are parasites.,hate_speech
UR SO BAD HAHAHA lmaooo,spam_toxic
He's a complete crappy.,profanity
christians deserve to die.,hate_speech
He's a complete bitch.,profanity
This New Song is really amazing.,clean
Are you fuckinging kidding me?,profanity
I learned this new song.,clean
Are you bullshiting kidding me?,profanity
That was a fuckinging disaster.,profanity
We need to get rid of gays.,hate_speech
SPAM SPAM SPAM lmaooo,spam_toxic
"Such invaders, typical of men.",hate_speech
I don't give a asshole.,profanity
SPAM SPAM SPAM lmaooo,spam_toxic
git gud trash lmaooo,spam_toxic
We need to get rid of gays.,hate_speech
You're nothing but a pathetic joke.,abuse
The Weather is really amazing.,clean
git gud trash git gud trash,spam_toxic
cry more kid cry more kid,spam_toxic
The company will visit this place.,clean
"Such scum, typical of women.",hate_speech
We went to this place.,clean
I am so crappying tired.,profanity
All women are scum.,hate_speech
This is shit.,profanity
Your mom are a complete ugly piece of trash.,abuse
Just my bitch luck.,profanity
He's a complete asshole.,profanity
gays should be deported.,hate_speech
The Food is really interesting.,clean
I think about the movie.,clean
SPAM SPAM SPAM SPAM SPAM SPAM,spam_toxic
KYS x100,spam_toxic
hahaha ez pz get rekt,spam_toxic
We need to get rid of hispanics.,hate_speech
hahaha uninstall the game,spam_toxic
"I hate christians, they belong in jail.",hate_speech
All hispanics are scum.,hate_speech
My friend learned the new update.,clean
The company learned the weather.,clean
Holy shit!,profanity
He enjoy working here.,clean
ez pz get rekt x100,spam_toxic
Just my damn luck.,profanity
NOOB NOOB NOOB NOOB NOOB NOOB,spam_toxic
SPAM SPAM SPAM SPAM SPAM SPAM,spam_toxic
"Such inferiors, typical of gays.",hate_speech
She are a complete pathetic joke.,abuse
SPAM SPAM SPAM SPAM SPAM SPAM,spam_toxic
This New Song is really beautiful.,clean
He love the movie.,clean
I am so crappying tired.,profanity
This guy are a complete coward.,abuse
My friend love the new update.,clean
"I hate blacks, they deserve to die.",hate_speech
cry more kid x100,spam_toxic
We need to get rid of christians.,hate_speech
What the bitch is this?,profanity
Are you damning kidding me?,profanity
This Place is really amazing.,clean
He's a complete asshole.,profanity
Holy shit!,profanity
He's a complete fuck.,profanity
This is bullshit.,profanity
Everyone think about the match.,clean
"I hate jews, they should be killed.",hate_speech
hahaha LMAO UR TRASH,spam_toxic
This crap is broken.,profanity
He's a complete crappy.,profanity
I hope She dies.,abuse
The Food is really interesting.,clean
men should be deported.,hate_speech
Nobody likes The OP.,abuse
"I hate gays, they ruin everything.",hate_speech
Everyone recommend this place.,clean
git gud trash!!!,spam_toxic
This motherfucker is broken.,profanity
UR SO BAD HAHAHA lmaooo,spam_toxic
This New Song is really amazing.,clean
"I hate immigrants, they deserve to die.",hate_speech
I hope The author dies.,abuse
"I hate women, they belong in jail.",hate_speech
asians should be deported.,hate_speech
My friend like working here.,clean
All hispanics are terrorists.,hate_speech
KYS lmaooo,spam_toxic
The Movie is really helpful.,clean
What the bitch is this?,profanity
Just my bullshit luck.,profanity
This is crap.,profanity
"I hate gays, they should be killed.",hate_speech
I don't give a shit.,profanity
We need to get rid of jews.,hate_speech
uninstall the game uninstall the game,spam_toxic
NOOB NOOB NOOB lmaooo,spam_toxic
All muslims are terrorists.,hate_speech
SPAM SPAM SPAM!!!,spam_toxic
NOOB NOOB NOOB NOOB NOOB NOOB,spam_toxic
This guy should jump off a bridge.,abuse
I don't give a damn.,profanity
This is motherfucker.,profanity
What the damn is this?,profanity
hahaha git gud trash,spam_toxic
I hope This guy dies.,abuse
That Book is really awesome.,clean
I don't give a damn.,profanity
Everyone love this new song.,clean
cry more kid cry more kid,spam_toxic
What the crap is this?,profanity
Everyone saw the food.,clean
Everyone saw the movie.,clean
The Weather is really good.,clean
ez pz get rekt lmaooo,spam_toxic
What the motherfucker is this?,profanity
Nobody likes This guy.,abuse
